order_id;order_line_id;order_ts;customer_id;seller_id;product_id;quantity;unit_price;discount_amount;currency;shipping_country;payment_method;order_status;shipping_address
ORD-20251201-00000;ORD-20251201-00000-1;2025-12-01 16:18:29;C020185;S0200;P005821;1;14,35;0,00;EUR;ES;PAYPAL;DELIVERED;130 quai des Chartrons, 28001 Madrid
ORD-20251201-00000;ORD-20251201-00000-2;2025-12-01 16:18:29;C020185;S0188;P005038;3;127,04;57,17;EUR;ES;PAYPAL;DELIVERED;130 quai des Chartrons, 28001 Madrid
ORD-20251201-00001;ORD-20251201-00001-1;2025-12-01 21:07:58;C014369;S0303;P006690;1;213,43;32,01;EUR;BE;GIFTCARD;DELIVERED;124 allée des Peupliers, 4000 Liège
ORD-20251201-00002;ORD-20251201-00002-1;2025-12-01 10:25:35;C010588;S0004;P007554;1;221,94;0,00;EUR;FR;PAYPAL;SHIPPED;51 chemin des Vignes, 59000 Lille
ORD-20251201-00002;ORD-20251201-00002-2;2025-12-01 10:25:35;C010588;S0562;P000051;1;63,05;6,30;EUR;FR;PAYPAL;SHIPPED;51 chemin des Vignes, 59000 Lille
ORD-20251201-00002;ORD-20251201-00002-3;2025-12-01 10:25:35;C010588;S0071;P005193;1;11,41;0,00;EUR;FR;PAYPAL; SHIPPED ;51 chemin des Vignes, 59000 Lille
ORD-20251201-00002;ORD-20251201-00002-4;2025-12-01 10:25:35;C010588;S0354;P007780;1;188,90;18,89;EUR;FR;PAYPAL;SHIPPED;51 chemin des Vignes, 59000 Lille
ORD-20251201-00002;ORD-20251201-00002-5;2025-12-01 10:25:35;C010588;S0281;P005989;1;134,60;20,19;EUR;FR;PAYPAL;Shipped;51 chemin des Vignes, 59000 Lille
ORD-20251201-00003;ORD-20251201-00003-1;2025-12-01 14:07:38;C014547;S0531;P002362;2;126,01;0,00;EUR;ES;PAYPAL;RETURNED;112 rue du Général Leclerc, 46001 Valence
ORD-20251201-00004;ORD-20251201-00004-1;2025-12-01 12:37:48;C002844;S0156;P007199;3;52,02;15,61;EUR;FR;CARD; DELIVERED ;116 rue de la République, 59000 Lille
ORD-20251201-00004;ORD-20251201-00004-2;2025-12-01 12:37:48;C002844;S0211;P000574;1;135,26;20,29;EUR;FR;CARD;Delivered;116 rue de la République, 59000 Lille
ORD-20251201-00004;ORD-20251201-00004-3;;C002844;S0275;P001601;1;4,69;0,00;EUR;FR;CARD;DELIVERED;116 rue de la République, 59000 Lille
ORD-20251201-00005;ORD-20251201-00005-1;2025-12-01 17:38:46;C003179;S0389;P000895;1;9,09;0,91;EUR;FR;CARD;DELIVERED;155 quai des Chartrons, 75011 Paris
ORD-20251201-00006;ORD-20251201-00006-1;2025-12-01 16:08:04;C020296;S0233;P000153;3;140,21;0,00;EUR;ES;CARD;delivered;131 quai des Chartrons, 08001 Barcelone
ORD-20251201-00006;ORD-20251201-00006-2;2025-12-01 16:08:04;C020296;S0383;P000925;2;73,42;14,68;EUR;ES;CARD;DELIVERED;131 quai des Chartrons, 08001 Barcelone
ORD-20251201-00007;ORD-20251201-00007-1;2025-12-01 20:23:55;C013503;S0306;P002539;1;30,98;4,65;EUR;DE;PAYPAL;DELIVERED;165 boulevard Saint-Michel, 20095 Hambourg
ORD-20251201-00007;ORD-20251201-00007-2;2025-12-01 20:23:55;C013503;S0345;P005902;1;43,34;0,00;EUR;DE;PAYPAL;delivered;165 boulevard Saint-Michel, 20095 Hambourg
ORD-20251201-00008;ORD-20251201-00008-1;2025-12-01 11:59:58;C002678;S0265;P000320;2;89,11;26,73;EUR;FR;CARD;Delivered;108 rue de la République, 31000 Toulouse
ORD-20251201-00009;ORD-20251201-00009-1;2025-12-01 11:13:44;C020344;S0441;P006117;1;78,37;0,00;EUR;BE;CARD;Delivered;82 chemin des Vignes, 2000 Anvers
ORD-20251201-00010;ORD-20251201-00010-1;2025-12-01 20:31:44;C018612;S0183;P000878;2;74,69;14,94;EUR;FR;CARD;pending;156 rue de la République, 35000 Rennes
ORD-20251201-00011;ORD-20251201-00011-1;2026-13-45 99:99:99;C011364;S0270;P004010;1;22,24;3,34;EUR;NL;CARD;DELIVERED;83 place de l'Église, 1011 Amsterdam
ORD-20251201-00012;ORD-20251201-00012-1;2025-12-01 05:19:43;C009907;S0157;P006238;1;129,16;12,92;EUR;ES;CARD;SHIPPED;18 impasse du Moulin, 08001 Barcelone
