order_id;order_line_id;order_ts;customer_id;seller_id;product_id;quantity;unit_price;discount_amount;currency;shipping_country;payment_method;order_status;shipping_address
ORD-20260201-00000;ORD-20260201-00000-1;2026-02-01 11:39:27;C019575;S0095;P000054;1;74,61;0,00;EUR;FR;PAYPAL;DELIVERED;33 place de l'Église, 75011 Paris
ORD-20260201-00000;ORD-20260201-00000-2;2026-02-01 11:39:27;C019575;S0556;P002375;1;49,92;7,49;EUR;FR;PAYPAL;DELIVERED;33 place de l'Église, 75011 Paris
ORD-20260201-00000;ORD-20260201-00000-3;2026-02-01 11:39:27;C019575;S0513;P004706;1;141,97;0,00;EUR;FR;PAYPAL;DELIVERED;33 place de l'Église, 75011 Paris
ORD-20260201-00001;ORD-20260201-00001-1;2026-02-01 16:11:37;C013351;S0331;P001229;1;15,75;0,00;EUR;FR;CARD;DELIVERED;69 impasse du Moulin, 69003 Lyon
ORD-20260201-00002;ORD-20260201-00002-1;2026-02-01 18:18:42;C005631;S0411;P007549;2;20,26;4,05;EUR;BE;CARD;DELIVERED;117 rue du Général Leclerc, 1000 Bruxelles
ORD-20260201-00003;ORD-20260201-00003-1;2026-02-01 05:32:14;C004751;S0405;P003334;1;75,20;0,00;EUR;ES;APPLEPAY;RETURNED;99 avenue des Tilleuls, 28001 Madrid
ORD-20260201-00003;ORD-20260201-00003-2;2026-02-01 05:32:14;C004751;S0432;P006498;1;107,81;5,39;EUR;ES;APPLEPAY;Returned;99 avenue des Tilleuls, 28001 Madrid
ORD-20260201-00004;ORD-20260201-00004-1;2026-02-01 15:53:00;C001684;S0006;P000627;3;17,84;8,03;EUR;NL;CARD;PENDING;3 chemin des Vignes, 1011 Amsterdam
ORD-20260201-00004;ORD-20260201-00004-2;2026-02-01 15:53:00;C001684;S0207;P004244;1;37,96;0,00;EUR;NL;CARD; PENDING ;3 chemin des Vignes, 1011 Amsterdam
ORD-20260201-00005;ORD-20260201-00005-1;2026-02-01 17:16:37;C013215;S0152;P001497;1;77,95;7,80;EUR;ES;CARD;Delivered;65 chemin des Vignes, 28001 Madrid
ORD-20260201-00005;ORD-20260201-00005-2;2026-02-01 17:16:37;C013215;S0432;P000683;1;29,20;0,00;EUR;ES;CARD; DELIVERED ;65 chemin des Vignes, 28001 Madrid
ORD-20260201-00006;ORD-20260201-00006-1;2026-02-01 13:16:19;C016032;S0383;P000165;1;73,67;11,05;EUR;DE;CARD;returned;84 impasse du Moulin, 80331 Munich
ORD-20260201-00006;ORD-20260201-00006-2;2026-02-01 13:16:19;C016032;S0107;P005793;1;135,13;20,27;EUR;DE;CARD;Returned;84 impasse du Moulin, 80331 Munich
ORD-20260201-00006;ORD-20260201-00006-3;2026-02-01 13:16:19;C016032;S0079;P007736;1;164,50;24,68;EUR;DE;CARD;RETURNED;84 impasse du Moulin, 80331 Munich
ORD-20260201-00006;ORD-20260201-00006-4;2026-02-01 13:16:19;C016032;S0228;P001201;1;6,93;0,00;EUR;DE;CARD;returned;84 impasse du Moulin, 80331 Munich
ORD-20260201-00006;ORD-20260201-00006-5;2026-02-01 13:16:19;C016032;S0220;P006004;1;69,61;0,00;EUR;DE;CARD; RETURNED ;84 impasse du Moulin, 80331 Munich
ORD-20260201-00007;ORD-20260201-00007-1;2026-02-01 23:12:59;C001595;S0333;P007498;1;82,27;12,34;EUR;IT;CARD;DELIVERED;41 quai des Chartrons, 20121 Milan
ORD-20260201-00007;ORD-20260201-00007-2;2026-02-01 23:12:59;C001595;S0215;P000944;1;71,82;10,77;EUR;IT;CARD;DELIVERED;41 quai des Chartrons, 20121 Milan
ORD-20260201-00007;ORD-20260201-00007-3;2026-02-01 23:12:59;C001595;S0027;P003824;1;21,24;0,00;EUR;IT;CARD;Delivered;41 quai des Chartrons, 20121 Milan
ORD-20260201-00008;ORD-20260201-00008-1;2026-02-01 23:42:01;C013300;S0458;P004427;2;60,30;6,03;EUR;FR;CARD;Delivered;113 rue du Général Leclerc, 35000 Rennes
ORD-20260201-00008;ORD-20260201-00008-2;2026-02-01 23:42:01;C013300;S0044;P006797;2;213,29;21,33;EUR;FR;CARD;delivered;113 rue du Général Leclerc, 35000 Rennes
ORD-20260201-00008;ORD-20260201-00008-3;2026-02-01 23:42:01;C013300;S0350;P001060;1;34,88;3,49;EUR;FR;CARD;DELIVERED;113 rue du Général Leclerc, 35000 Rennes
ORD-20260201-00009;ORD-20260201-00009-1;2026-02-01 15:31:12;C010873;S0149;P000933;1;13,93;0,00;EUR;FR;PAYPAL;DELIVERED;158 rue Victor Hugo, 69003 Lyon
ORD-20260201-00010;ORD-20260201-00010-1;2026-02-01 05:29:21;C006489;S0539;P004407;3;88,13;0,00;EUR;FR;CARD;DELIVERED;45 cours Gambetta, 31000 Toulouse
ORD-20260201-00010;ORD-20260201-00010-2;2026-02-01 05:29:21;C006489;S0144;P005603;2;46,37;0,00;EUR;FR;CARD;delivered;45 cours Gambetta, 31000 Toulouse
ORD-20260201-00010;ORD-20260201-00010-3;2026-02-01 05:29:21;C006489;S0558;P007573;1;44,85;4,49;EUR;FR;CARD;DELIVERED;45 cours Gambetta, 31000 Toulouse
ORD-20260201-00011;ORD-20260201-00011-1;2026-02-01 17:12:32;C017209;S0265;P001882;3;20,56;9,25;EUR;IT;APPLEPAY;DELIVERED;99 chemin des Vignes, 00184 Rome
ORD-20260201-00011;ORD-20260201-00011-2;2026-02-01 17:12:32;C017209;S0438;P007226;2;16,01;1,60;EUR;IT;APPLEPAY;DELIVERED;99 chemin des Vignes, 00184 Rome
ORD-20260201-00011;ORD-20260201-00011-3;2026-02-01 17:12:32;C017209;S0201;P001494;1;108,41;0,00;EUR;IT;APPLEPAY;DELIVERED;99 chemin des Vignes, 00184 Rome
ORD-20260201-00011;ORD-20260201-00011-4;2026-02-01 17:12:32;C017209;S0483;P000097;2;24,70;4,94;EUR;IT;APPLEPAY;DELIVERED;99 chemin des Vignes, 00184 Rome
ORD-20260201-00012;ORD-20260201-00012-1;2026-02-01 13:44:34;C007067;S0116;P006836;1;11,73;1,76;EUR;DE;PAYPAL;DELIVERED;153 cours Gambetta, 10115 Berlin
ORD-20260201-00013;ORD-20260201-00013-1;2026-02-01 21:07:01;C024660;S0490;P002395;2;179,03;0,00;EUR;FR;CARD;DELIVERED;61 route de Bordeaux, 31000 Toulouse
ORD-20260201-00013;ORD-20260201-00013-2;2026-02-01 21:07:01;C024660;S0216;P001218;1;186,62;27,99;EUR;FR;CARD;DELIVERED;61 route de Bordeaux, 31000 Toulouse
ORD-20260201-00013;ORD-20260201-00013-2;2026-02-01 21:07:01;C024660;S0216;P001218;1;186,62;27,99;EUR;FR;CARD;DELIVERED;61 route de Bordeaux, 31000 Toulouse
ORD-20260201-00014;ORD-20260201-00014-1;2026-02-01 23:56:34;C019536;S0447;P007178;1;53,41;0,00;EUR;FR;CARD;Delivered;111 avenue des Tilleuls, 67000 Strasbourg
ORD-20260201-00014;ORD-20260201-00014-2;2026-02-01 23:56:34;C019536;S0427;P003022;4;9,66;0,00;EUR;FR;CARD;Delivered;111 avenue des Tilleuls, 67000 Strasbourg
ORD-20260201-00015;ORD-20260201-00015-1;2026-02-01 20:10:14;C001630;S0292;P002722;1;25,72;0,00;EUR;DE;CARD;PENDING;154 rue de la République, 10115 Berlin
ORD-20260201-00015;ORD-20260201-00015-2;2026-02-01 20:10:14;C001630;S0421;P006616;2;32,53;3,25;EUR;DE;CARD;PENDING;154 rue de la République, 10115 Berlin
ORD-20260201-00015;ORD-20260201-00015-3;2026-02-01 20:10:14;C001630;S0500;P000950;1;17,90;0,00;EUR;DE;CARD;PENDING;154 rue de la République, 10115 Berlin
ORD-20260201-00015;ORD-20260201-00015-4;2026-02-01 20:10:14;C001630;S0133;P000985;1;91,28;13,69;EUR;DE;CARD;PENDING;154 rue de la République, 10115 Berlin
ORD-20260201-00016;ORD-20260201-00016-1;2026-02-01 06:16:35;C020536;S0134;P001850;1;28,60;0,00;EUR;FR;CARD;DELIVERED;66 allée des Peupliers, 67000 Strasbourg
ORD-20260201-00017;ORD-20260201-00017-1;2026-02-01 22:13:49;C009272;S0405;P003334;1;67,54;0,00;EUR;ES;GIFTCARD;Returned;128 allée des Peupliers, 08001 Barcelone
ORD-20260201-00017;ORD-20260201-00017-2;2026-02-01 22:13:49;C009272;S0020;P005538;1;27,89;0,00;EUR;ES;GIFTCARD;RETURNED;128 allée des Peupliers, 08001 Barcelone
ORD-20260201-00018;ORD-20260201-00018-1;2026-02-01 16:18:08;C024152;S0184;P000464;2;90,81;0,00;EUR;DE;CARD;DELIVERED;30 rue Victor Hugo, 10115 Berlin
ORD-20260201-00018;ORD-20260201-00018-1;2026-02-01 16:18:08;C024152;S0184;P000464;2;90,81;0,00;EUR;DE;CARD;DELIVERED;30 rue Victor Hugo, 10115 Berlin
ORD-20260201-00018;ORD-20260201-00018-2;2026-02-01 16:18:08;C024152;S0004;P004807;1;14,12;0,00;EUR;DE;CARD;DELIVERED;30 rue Victor Hugo, 10115 Berlin
