order_id;order_line_id;order_ts;customer_id;seller_id;product_id;quantity;unit_price;discount_amount;currency;shipping_country;payment_method;order_status;shipping_address
ORD-20260501-00000;ORD-20260501-00000-1;2026-05-01 13:36:21;C007055;S0311;P003047;3;36,24;0,00;EUR;FR;CARD;DELIVERED;68 allée des Peupliers, 13008 Marseille
ORD-20260501-00001;ORD-20260501-00001-1;2026-05-01 15:59:25;C018097;S0573;P000289;1;47,64;0,00;EUR;BE;PAYPAL;DELIVERED;52 quai des Chartrons, 2000 Anvers
ORD-20260501-00001;ORD-20260501-00001-2;2026-05-01 15:59:25;C018097;S0552;P006914;2;77,25;0,00;EUR;BE;PAYPAL;Delivered;52 quai des Chartrons, 2000 Anvers
ORD-20260501-00001;ORD-20260501-00001-3;2026-05-01 15:59:25;C018097;S0394;P005171;1;201,79;0,00;EUR;BE;PAYPAL;DELIVERED;52 quai des Chartrons, 2000 Anvers
ORD-20260501-00002;ORD-20260501-00002-1;2026-05-01 10:08:52;C003102;S0445;P003530;2;66,69;20,01;EUR;BE;APPLEPAY;DELIVERED;101 rue Victor Hugo, 1000 Bruxelles
ORD-20260501-00002;ORD-20260501-00002-2;2026-05-01 10:08:52;C003102;S0423;P003941;1;89,18;0,00;EUR;BE;APPLEPAY;DELIVERED;101 rue Victor Hugo, 1000 Bruxelles
ORD-20260501-00002;ORD-20260501-00002-3;2026-05-01 10:08:52;C003102;S0235;P000059;1;291,78;29,18;EUR;BE;APPLEPAY;delivered;101 rue Victor Hugo, 1000 Bruxelles
ORD-20260501-00002;ORD-20260501-00002-4;2026-05-01 10:08:52;C003102;S0047;P000047;1;166,44;0,00;EUR;BE;APPLEPAY;DELIVERED;101 rue Victor Hugo, 1000 Bruxelles
ORD-20260501-00003;ORD-20260501-00003-1;2026-05-01 10:50:50;C016771;S0153;P003786;1;36,09;0,00;EUR;ES;PAYPAL;DELIVERED;164 chemin des Vignes, 08001 Barcelone
ORD-20260501-00003;ORD-20260501-00003-2;2026-05-01 10:50:50;C016771;S0199;P005493;1;19,76;1,98;EUR;ES;PAYPAL;Delivered;164 chemin des Vignes, 08001 Barcelone
ORD-20260501-00003;ORD-20260501-00003-3;2026-05-01 10:50:50;C016771;S0525;P003557;1;42,06;6,31;EUR;ES;PAYPAL;delivered;164 chemin des Vignes, 08001 Barcelone
ORD-20260501-00004;ORD-20260501-00004-1;2026-05-01 18:24:48;C021124;S0532;P000343;1;33,11;1,66;EUR;FR;PAYPAL;DELIVERED;106 rue de la République, 31000 Toulouse
ORD-20260501-00004;ORD-20260501-00004-2;2026-05-01 18:24:48;C021124;S0017;P000110;1;66,05;6,61;EUR;FR;PAYPAL; DELIVERED ;106 rue de la République, 31000 Toulouse
ORD-20260501-00004;ORD-20260501-00004-3;2026-05-01 18:24:48;C021124;S0055;P007659;1;18,20;0,00;EUR;FR;PAYPAL;DELIVERED;106 rue de la République, 31000 Toulouse
ORD-20260501-00005;ORD-20260501-00005-1;2026-05-01 18:26:18;C019354;S0225;P007363;4;61,68;0,00;EUR;FR;CARD;DELIVERED;154 rue Victor Hugo, 59000 Lille
ORD-20260501-00005;ORD-20260501-00005-2;2026-05-01 18:26:18;C019354;S0269;P004094;2;74,01;0,00;EUR;FR;CARD; DELIVERED ;154 rue Victor Hugo, 59000 Lille
ORD-20260501-00005;ORD-20260501-00005-3;2026-05-01 18:26:18;C019354;S0153;P003786;1;40,16;6,02;EUR;FR;CARD;DELIVERED;154 rue Victor Hugo, 59000 Lille
ORD-20260501-00005;ORD-20260501-00005-4;2026-05-01 18:26:18;C019354;S0434;P003863;2;68,08;0,00;EUR;FR;CARD;Delivered;154 rue Victor Hugo, 59000 Lille
ORD-20260501-00006;ORD-20260501-00006-1;2026-05-01 16:09:52;C011155;S0057;P005953;2;148,23;29,65;EUR;ES;CARD;DELIVERED;139 chemin des Vignes, 08001 Barcelone
ORD-20260501-00006;ORD-20260501-00006-2;2026-05-01 16:09:52;C011155;S0390;P002519;1;71,68;0,00;EUR;ES;CARD;DELIVERED;139 chemin des Vignes, 08001 Barcelone
ORD-20260501-00007;ORD-20260501-00007-1;2026-05-01 14:13:28;C023024;S0031;P007496;1;267,94;0,00;EUR;BE;CARD;shipped;171 quai des Chartrons, 2000 Anvers
ORD-20260501-00007;ORD-20260501-00007-2;2026-05-01 14:13:28;C023024;S0467;P006183;4;69,33;0,00;EUR;BE;CARD;SHIPPED;171 quai des Chartrons, 2000 Anvers
ORD-20260501-00007;ORD-20260501-00007-3;2026-05-01 14:13:28;C023024;S0133;P003722;2;14,98;0,00;EUR;BE;CARD;SHIPPED;171 quai des Chartrons, 2000 Anvers
ORD-20260501-00007;ORD-20260501-00007-4;2026-05-01 14:13:28;C023024;S0568;P002142;1;17,09;2,56;EUR;BE;CARD; SHIPPED ;171 quai des Chartrons, 2000 Anvers
ORD-20260501-00008;ORD-20260501-00008-1;2026-05-01 21:09:39;C024568;S0129;P007111;2;120,78;0,00;EUR;BE;CARD;DELIVERED;18 rue Victor Hugo, 2000 Anvers
ORD-20260501-00008;ORD-20260501-00008-2;2026-05-01 21:09:39;C024568;S0594;P003463;2;97,66;0,00;EUR;BE;CARD;DELIVERED;18 rue Victor Hugo, 2000 Anvers
